User_id,Merchant_id,Date_received,Probability
7205386,760,2016-07-29,3e-06
4866574,760,2016-07-23,1e-06
4866574,450,2016-07-25,5e-06
5394958,1469,2016-07-12,8e-06
6445582,760,2016-07-13,0.0
3748615,760,2016-07-09,0.0
3748615,450,2016-07-03,0.0
5941774,450,2016-07-11,4e-06
2842375,1300,2016-07-25,3e-06
2324743,5717,2016-07-01,1e-06
6491662,4866,2016-07-17,1e-06
3644167,3876,2016-07-10,2e-05
3644167,3876,2016-07-06,1e-06
3644167,3876,2016-07-08,1.5e-05
3644167,3876,2016-07-11,2.1e-05
3644167,3876,2016-07-13,2.5e-05
2862343,5236,2016-07-12,2e-06
2862343,5236,2016-07-21,2e-06
2862343,5236,2016-07-21,2e-06
2862343,3218,2016-07-31,0.0
4676110,450,2016-07-27,1e-06
3135751,2436,2016-07-24,1.1e-05
4054279,450,2016-07-29,4e-06
4192519,760,2016-07-23,0.0
2363143,2050,2016-07-03,2e-06
2363143,2050,2016-07-03,3e-06
2363143,3621,2016-07-24,0.0
2363143,2050,2016-07-29,0.0
3025159,450,2016-07-03,0.0
3025159,2050,2016-07-01,0.0
3025159,760,2016-07-25,2e-06
6574606,5138,2016-07-29,1e-06
2771719,760,2016-07-28,1e-06
2513671,450,2016-07-23,1e-06
7136782,760,2016-07-14,0.0
3568903,2987,2016-07-22,2e-06
5047822,760,2016-07-22,2e-06
3704071,5543,2016-07-16,1.1e-05
3704071,5543,2016-07-07,1e-06
3183367,6868,2016-07-23,7e-06
4276750,760,2016-07-26,1e-06
6402574,450,2016-07-04,1e-06
6402574,5717,2016-07-06,1e-06
6408718,760,2016-07-24,2e-06
4587022,5138,2016-07-17,0.0
4587022,450,2016-07-17,1e-06
3212041,760,2016-07-15,3e-06
5903890,760,2016-07-24,0.0
4598290,7717,2016-07-09,0.0
3093769,4582,2016-07-28,1e-06
3093769,5138,2016-07-28,1e-06
3093769,450,2016-07-16,0.0
3093769,4582,2016-07-28,1e-06
4370962,5138,2016-07-22,0.0
6208018,7555,2016-07-29,1e-06
2189065,4427,2016-07-15,2e-06
4029193,760,2016-07-03,0.0
3119881,4094,2016-07-21,1e-06
3910921,450,2016-07-12,0.0
3910921,760,2016-07-11,0.0
6773266,4427,2016-07-17,2e-06
4948498,3621,2016-07-25,1e-06
2347273,760,2016-07-25,1e-06
4190473,1243,2016-07-20,7e-06
3536137,760,2016-07-28,0.000144
2358025,760,2016-07-03,0.0
3930889,2050,2016-07-29,1e-06
3930889,760,2016-07-04,0.0
3930889,3954,2016-07-24,1e-06
3930889,3954,2016-07-26,5e-06
4066057,1873,2016-07-16,2e-06
4066057,760,2016-07-24,1e-06
4066057,1873,2016-07-23,2e-06
4066057,1873,2016-07-09,1e-06
4070665,5717,2016-07-15,1e-06
3024649,2436,2016-07-09,1e-06
6862354,760,2016-07-31,1e-06
6078994,2050,2016-07-16,0.0
3310345,2050,2016-07-31,0.0
6112786,760,2016-07-14,0.0
2930953,3621,2016-07-24,0.0
6939154,5717,2016-07-27,2e-06
6939154,3621,2016-07-27,2e-06
3208969,3518,2016-07-24,0.153338
3208969,3518,2016-07-24,0.000167
2296075,760,2016-07-28,3e-06
2173195,1469,2016-07-03,8e-06
5948950,5717,2016-07-20,1e-06
2723083,3939,2016-07-24,0.0
4177675,450,2016-07-21,0.000455
4177675,760,2016-07-19,3e-06
6790678,760,2016-07-23,0.0
3531019,5138,2016-07-17,0.0
7343638,5138,2016-07-04,0.0
3021067,6485,2016-07-22,1e-06
2773771,7422,2016-07-25,0.137377
4286998,760,2016-07-11,0.0
6385174,450,2016-07-12,1e-06
2933515,450,2016-07-03,0.0
2933515,760,2016-07-02,0.0
6925846,760,2016-07-14,0.0
6925846,450,2016-07-21,1e-06
5617174,6046,2016-07-25,1e-06
6667798,450,2016-07-10,0.0
6667798,6485,2016-07-25,3e-06
6667798,760,2016-07-04,0.000435
5887510,4220,2016-07-04,0.000532
5887510,4220,2016-07-04,0.000737
5887510,4220,2016-07-04,0.000982
3469579,3621,2016-07-11,0.0
5368342,760,2016-07-27,1e-06
6157846,760,2016-07-22,1e-06
6427162,7717,2016-07-08,1e-06
6427162,7717,2016-07-08,1e-06
7228954,450,2016-07-14,0.0
6728218,2436,2016-07-07,2e-06
6992410,7613,2016-07-06,2.1e-05
6992410,7613,2016-07-01,1e-06
6992410,7613,2016-07-08,1.4e-05
6992410,7613,2016-07-05,1.1e-05
6992410,7613,2016-07-11,1.8e-05
3909901,450,2016-07-26,3e-06
6783514,760,2016-07-29,1e-06
6783514,450,2016-07-31,0.0
6783514,7221,2016-07-29,2e-06
4694554,5717,2016-07-11,0.0
4694554,760,2016-07-21,1e-06
4694554,3621,2016-07-10,0.0
4694554,2050,2016-07-03,0.0
5238298,1469,2016-07-29,1e-06
2886925,3621,2016-07-22,5.4e-05
2891533,760,2016-07-31,0.0
2635021,7113,2016-07-30,1.4e-05
2635021,7113,2016-07-30,1.3e-05
5275162,1469,2016-07-07,4e-06
2247949,760,2016-07-07,1e-06
2247949,6522,2016-07-10,2e-06
2247949,6522,2016-07-21,4e-06
2247949,450,2016-07-30,1e-06
6335002,7483,2016-07-14,1e-06
6599194,1300,2016-07-10,0.0
6608410,7717,2016-07-21,1e-06
3048205,2050,2016-07-12,0.0
3048205,5717,2016-07-01,1e-06
3837709,450,2016-07-20,1e-06
2800909,760,2016-07-27,4e-06
5880346,760,2016-07-21,4e-06
5880346,450,2016-07-03,4e-06
6153754,5138,2016-07-24,0.0
5393950,760,2016-07-20,1e-06
6976030,7024,2016-07-02,1e-06
2846479,2050,2016-07-11,0.0
6223390,450,2016-07-10,0.0
3639055,450,2016-07-01,1e-06
2872591,760,2016-07-13,1e-06
3531535,5138,2016-07-02,0.0
3531535,5717,2016-07-04,1e-06
3531535,450,2016-07-02,0.0
3531535,1300,2016-07-04,0.0
5510686,5138,2016-07-12,0.0
5510686,1300,2016-07-04,1e-06
3937039,281,2016-07-10,0.001203
6039070,5138,2016-07-15,1e-06
6039070,4582,2016-07-07,2e-06
6039070,450,2016-07-26,2e-06
6039070,760,2016-07-26,2e-06
6039070,1300,2016-07-16,0.0
3675919,1469,2016-07-08,4e-06
4472350,450,2016-07-28,2e-06
2107663,760,2016-07-28,6e-06
2370319,7838,2016-07-23,3.1e-05
2370319,5717,2016-07-11,2e-06
2765071,3621,2016-07-21,8e-06
2765071,760,2016-07-14,2e-06
3557647,760,2016-07-04,0.0
3557647,2050,2016-07-12,0.0
2772751,760,2016-07-13,1e-06
2772751,450,2016-07-14,0.0
3428623,2050,2016-07-06,0.0
3428623,5717,2016-07-04,0.0
3428623,1300,2016-07-05,0.0
3428623,760,2016-07-24,0.0
3428623,3621,2016-07-24,0.0
3298063,3621,2016-07-31,0.0
3298063,2050,2016-07-21,0.0
6893086,760,2016-07-27,2e-06
2817295,760,2016-07-20,4e-06
2953489,450,2016-07-04,0.0
5180962,760,2016-07-23,1e-06
3647761,450,2016-07-24,1e-06
4938274,1336,2016-07-03,0.0
3913489,760,2016-07-04,7.7e-05
3133201,760,2016-07-11,1e-06
3019537,760,2016-07-03,0.0
6308386,760,2016-07-06,0.0
6308386,2050,2016-07-06,0.0
2369809,760,2016-07-23,0.0
2764561,5717,2016-07-04,2e-06
2764561,760,2016-07-12,1e-06
2764561,2050,2016-07-10,1e-06
2764561,3621,2016-07-03,2.6e-05
7128610,450,2016-07-16,0.0
2127121,760,2016-07-23,1e-06
2266897,3621,2016-07-07,0.0
2266897,760,2016-07-03,0.0
2266897,1300,2016-07-06,0.0
2266897,1041,2016-07-26,0.0
3845905,2622,2016-07-24,1e-06
6913570,450,2016-07-23,0.0
3326737,3621,2016-07-21,3e-06
2680081,760,2016-07-04,4e-05
2680081,3068,2016-07-17,0.000512
2680081,3068,2016-07-22,0.005284
5371426,760,2016-07-06,0.0
2819347,760,2016-07-28,1e-06
4144915,760,2016-07-17,0.0
4144915,1469,2016-07-17,0.0
3624211,3109,2016-07-24,4e-06
3624211,3109,2016-07-15,2e-06
3628819,4083,2016-07-21,2e-06
3628819,760,2016-07-03,0.0
2843923,760,2016-07-10,1.6e-05
3636499,5717,2016-07-11,1e-06
2588947,8517,2016-07-02,1e-06
3383059,7717,2016-07-18,5.7e-05
2870035,5717,2016-07-01,1e-06
2870035,3621,2016-07-01,0.0
2870035,2050,2016-07-24,0.0
2870035,760,2016-07-11,1e-06
6037030,760,2016-07-14,0.0
2635027,7011,2016-07-16,2e-06
3301651,1469,2016-07-26,2.1e-05
4540966,5717,2016-07-06,1e-06
5327398,760,2016-07-26,0.0
2800915,5717,2016-07-05,2e-06
2146579,4883,2016-07-02,0.0
2146579,7903,2016-07-01,1e-06
2146579,7903,2016-07-02,1.3e-05
2146579,7903,2016-07-03,1.9e-05
2146579,4883,2016-07-09,1e-06
6921766,760,2016-07-05,1e-06
3854611,760,2016-07-29,1e-06
3470611,6025,2016-07-06,1e-06
3470611,6025,2016-07-10,4e-06
3482389,8653,2016-07-07,2e-06
3877141,760,2016-07-06,0.0
4349482,5138,2016-07-01,0.0
4349482,1300,2016-07-26,1e-06
2964757,1213,2016-07-09,0.0
4884010,8253,2016-07-19,5e-06
4884010,8253,2016-07-19,5e-06
4884010,8253,2016-07-18,1e-06
4884010,4331,2016-07-14,1e-06
4622890,125,2016-07-30,6e-06
4622890,125,2016-07-27,1.3e-05
2445589,7354,2016-07-03,2e-06
2445589,5138,2016-07-20,0.0
2445589,760,2016-07-26,1e-06
2445589,450,2016-07-30,0.0
6208042,450,2016-07-14,0.0
6208042,5138,2016-07-16,0.0
6208042,1300,2016-07-17,0.0
6208042,760,2016-07-19,1e-06
6994474,760,2016-07-13,1e-06
6994474,3621,2016-07-10,0.0
6472234,5138,2016-07-13,0.0
2456341,5138,2016-07-17,0.0
2456341,7717,2016-07-24,1e-06
2456341,5138,2016-07-23,2e-06
3505429,2050,2016-07-11,0.0
2723605,5138,2016-07-03,0.0
7286314,450,2016-07-07,1e-06
4668970,760,2016-07-25,1e-06
3133717,2050,2016-07-09,2e-06
3133717,2050,2016-07-10,4e-06
3133717,2050,2016-07-12,0.0
3791125,8097,2016-07-13,0.0
4966954,6901,2016-07-29,1e-06
5492266,7174,2016-07-13,1e-06
3809557,760,2016-07-24,0.0
2762005,2206,2016-07-26,3.9e-05
4075285,2233,2016-07-21,1e-06
4075285,2233,2016-07-21,2e-06
2373397,760,2016-07-02,8.8e-05
2373397,2125,2016-07-21,0.000513
3557653,760,2016-07-25,1e-06
4090645,599,2016-07-19,1e-06
4090645,2436,2016-07-22,1.2e-05
3566869,1011,2016-07-09,4e-06
5824042,1346,2016-07-12,0.0
4776490,760,2016-07-19,1e-06
5581354,760,2016-07-18,2e-06
3447061,760,2016-07-03,0.0
6917674,5138,2016-07-13,0.0
4119829,760,2016-07-26,3e-06
2819863,2574,2016-07-19,0.0
2300695,1469,2016-07-25,2e-06
4140823,1469,2016-07-30,1.9e-05
2442007,4137,2016-07-01,1e-06
2442007,4137,2016-07-10,6e-06
2442007,4137,2016-07-01,1e-06
2442007,4137,2016-07-01,0.0
2442007,4137,2016-07-01,1e-06
4898350,760,2016-07-20,1e-06
3239191,5717,2016-07-04,1e-06
3239191,760,2016-07-24,0.0
3239191,450,2016-07-25,1e-06
3110167,1300,2016-07-02,0.0
3111703,760,2016-07-26,1e-06
3899671,760,2016-07-23,0.0
4391470,2436,2016-07-02,3e-06
2878231,2436,2016-07-04,0.012881
2749207,5138,2016-07-01,0.0
5761582,760,2016-07-04,0.0
2621719,450,2016-07-26,1e-06
2621719,760,2016-07-23,0.0
3147031,2436,2016-07-29,3e-06
7346734,3222,2016-07-13,0.0
7346734,1735,2016-07-01,0.0
7346734,1300,2016-07-11,0.0
7346734,3222,2016-07-13,0.0
7346734,5138,2016-07-11,0.0
7346734,3222,2016-07-19,0.0
7346734,3222,2016-07-12,0.0
4213294,760,2016-07-15,1e-06
2369815,5018,2016-07-02,1.8e-05
6053422,450,2016-07-14,0.0
2240791,7487,2016-07-23,1e-06
2240791,3291,2016-07-31,5e-06
2240791,3291,2016-07-22,1e-06
2240791,8366,2016-07-31,0.0
3558679,3861,2016-07-06,1e-06
6594094,8022,2016-07-07,0.003588
3174679,6485,2016-07-23,0.0
3053335,2050,2016-07-02,0.0
3053335,760,2016-07-21,1e-06
3844375,3621,2016-07-26,5e-06
5595694,3621,2016-07-03,0.0
6646318,5717,2016-07-05,1e-06
6938158,6901,2016-07-25,1e-06
7208494,3621,2016-07-29,4e-06
4132633,3621,2016-07-28,2e-06
4132633,760,2016-07-21,2e-06
4362802,2050,2016-07-19,0.0
5158450,760,2016-07-09,0.0
2186521,760,2016-07-18,1e-06
5683762,1300,2016-07-06,0.0
5683762,3621,2016-07-06,1e-06
5425714,760,2016-07-15,1e-06
6215218,760,2016-07-15,3e-06
3240217,450,2016-07-14,1e-06
6227506,1300,2016-07-04,0.0
6227506,5138,2016-07-04,0.0
2724121,760,2016-07-19,2e-06
2601241,760,2016-07-25,1e-06
5729842,760,2016-07-16,0.0
3522841,760,2016-07-27,1e-06
2737945,2050,2016-07-22,1e-06
3277081,450,2016-07-23,0.0
7084594,760,2016-07-18,2e-06
5250610,960,2016-07-14,2e-06
5250610,960,2016-07-19,2e-06
5250610,960,2016-07-11,0.0
6313522,7717,2016-07-23,0.0
3433753,450,2016-07-18,3e-06
3433753,760,2016-07-12,1e-06
2648857,6485,2016-07-26,1e-06
2648857,450,2016-07-01,0.0
2389273,2423,2016-07-19,1e-06
2389273,760,2016-07-27,1e-06
2389273,2423,2016-07-19,1e-06
2129689,760,2016-07-25,1e-06
5852722,760,2016-07-14,0.0
2926873,6504,2016-07-22,1e-06
5877298,3621,2016-07-29,0.0
3988249,450,2016-07-21,1e-06
3345691,5717,2016-07-18,1e-06
5928502,760,2016-07-28,1e-06
2837275,450,2016-07-14,2e-06
2837275,760,2016-07-28,3e-06
2445595,5717,2016-07-14,1.1e-05
5691958,6485,2016-07-28,0.000689
6232630,1648,2016-07-23,4e-06
5203510,3939,2016-07-02,0.0
5203510,5138,2016-07-05,0.0
4181275,2050,2016-07-20,0.0
4181275,760,2016-07-15,1e-06
4450870,5717,2016-07-18,1e-06
4979254,760,2016-07-03,0.0
5781046,8186,2016-07-13,1e-06
2510107,450,2016-07-26,2e-06
3691291,3318,2016-07-19,0.0
2659099,760,2016-07-25,1e-06
2659099,450,2016-07-21,1e-06
2815771,450,2016-07-25,2e-06
5633590,5717,2016-07-10,0.0
5905978,450,2016-07-13,1e-06
5905978,760,2016-07-13,0.0
2445085,3621,2016-07-16,0.0
2445085,5717,2016-07-07,1e-06
3495709,760,2016-07-30,0.0
5432890,7354,2016-07-18,8e-06
3635485,760,2016-07-24,0.0
3113245,450,2016-07-14,2e-06
7036474,4583,2016-07-11,1e-06
2475805,5138,2016-07-15,0.0
3004189,2963,2016-07-10,3e-06
3004189,8097,2016-07-27,1e-06
7067194,3621,2016-07-19,1e-06
7067194,5717,2016-07-19,1e-06
2486557,760,2016-07-12,0.0
5767738,3899,2016-07-03,0.0
5767738,7354,2016-07-12,1.5e-05
5767738,5138,2016-07-17,0.0
5254714,2247,2016-07-09,1e-06
4735546,576,2016-07-02,1e-06
6572602,760,2016-07-23,0.0
6578746,5138,2016-07-11,1e-06
2504989,6901,2016-07-31,0.0
5540410,7717,2016-07-21,1e-06
6852154,3621,2016-07-22,3e-06
3429661,96,2016-07-07,2e-06
3563293,760,2016-07-23,0.0
3563293,450,2016-07-11,1e-06
4508218,5138,2016-07-29,0.0
2127133,760,2016-07-20,3e-06
2127133,2233,2016-07-21,2e-06
2127133,450,2016-07-24,2e-06
6879802,7221,2016-07-05,0.000603
6879802,7221,2016-07-07,0.963716
6385210,760,2016-07-15,1e-06
2936605,5717,2016-07-05,1e-06
4827706,2459,2016-07-11,1.1e-05
4827706,5138,2016-07-02,0.0
3987229,760,2016-07-24,0.0
3987229,450,2016-07-17,0.0
6974014,450,2016-07-11,1e-06
3625759,760,2016-07-24,0.0
3891487,760,2016-07-12,1e-06
4161823,6901,2016-07-26,1e-06
7020094,760,2016-07-11,1e-06
7020094,2436,2016-07-31,0.006438
5453374,760,2016-07-29,2e-06
3120415,450,2016-07-29,1e-06
5195326,2050,2016-07-11,0.0
6771262,450,2016-07-26,2e-06
4691518,1469,2016-07-19,1e-06
5484094,2022,2016-07-07,0.0
3270943,5138,2016-07-10,0.0
3536671,5717,2016-07-12,1e-06
2762527,2050,2016-07-30,0.0
2896159,760,2016-07-25,0.0
2896159,450,2016-07-03,0.0
2112799,3621,2016-07-17,0.0
3166495,760,2016-07-28,1e-06
3166495,450,2016-07-21,2e-06
5548606,1300,2016-07-03,0.0
5548606,450,2016-07-12,1e-06
2648863,7717,2016-07-20,1e-06
2648863,7717,2016-07-20,1e-06
2648863,7717,2016-07-25,9e-06
4513342,1576,2016-07-25,0.001798
4513342,1576,2016-07-25,0.002515
4513342,4630,2016-07-21,1.4e-05
3046687,450,2016-07-14,1e-06
2129695,760,2016-07-11,0.0
2138911,4582,2016-07-27,2e-06
2138911,450,2016-07-28,1e-06
2138911,5138,2016-07-28,0.0
2138911,760,2016-07-25,1e-06
3194143,760,2016-07-16,0.0
3194143,5138,2016-07-12,0.0
3194143,450,2016-07-12,1e-06
5100094,1469,2016-07-27,1e-06
3341599,760,2016-07-06,0.0
4853314,760,2016-07-27,1e-06
4853314,450,2016-07-11,1e-06
4853314,5138,2016-07-28,0.0
5378626,7008,2016-07-21,1e-05
2563873,760,2016-07-06,1e-06
4142881,450,2016-07-28,1e-06
6201922,760,2016-07-04,0.0
3907873,760,2016-07-04,0.0
2597665,450,2016-07-06,1e-06
5986882,6485,2016-07-30,0.0
2993953,1469,2016-07-20,1.3e-05
2993953,760,2016-07-29,1e-06
7301698,3621,2016-07-22,1e-06
4429378,1735,2016-07-16,1e-06
2218273,450,2016-07-27,1e-06
2218273,760,2016-07-24,0.0
6272578,450,2016-07-28,2e-06
3671329,1300,2016-07-26,1e-06
3671329,5138,2016-07-12,0.0
4463170,760,2016-07-03,0.000111
4463170,7717,2016-07-28,3e-06
2757409,760,2016-07-23,0.0
3818785,7717,2016-07-20,4.2e-05
3818785,7717,2016-07-13,2e-06
3818785,7717,2016-07-13,2e-06
6330946,1950,2016-07-24,1e-06
6330946,1950,2016-07-16,0.0
2649889,7717,2016-07-04,0.0
3178273,3621,2016-07-19,2e-06
2921761,1469,2016-07-13,6e-06
6367810,760,2016-07-10,0.0
4272706,3621,2016-07-05,0.0
4804162,2050,2016-07-20,0.0
3586849,7213,2016-07-11,1e-06
3720481,1469,2016-07-05,1.1e-05
2811169,7487,2016-07-20,1e-06
3602209,1300,2016-07-29,1e-06
3602209,760,2016-07-26,1e-06
3602209,450,2016-07-27,1e-06
2821411,760,2016-07-28,5e-06
7248454,760,2016-07-23,0.0
6471238,1469,2016-07-28,2.7e-05
6744646,2436,2016-07-16,1e-06
3111715,760,2016-07-18,8.3e-05
6508102,2436,2016-07-26,6e-06
6787654,760,2016-07-27,1e-06
6787654,450,2016-07-05,0.0
6787654,1300,2016-07-05,0.0
5755462,5138,2016-07-04,0.0
7076422,4582,2016-07-31,1e-06
3804451,3621,2016-07-02,0.0
6317638,7011,2016-07-23,1e-06
5012038,2050,2016-07-03,0.0
5012038,760,2016-07-27,3e-06
2644771,3621,2016-07-06,0.0
6600262,7717,2016-07-21,2e-06
6600262,7717,2016-07-21,1e-06
5297734,5717,2016-07-24,2e-06
2783011,7008,2016-07-31,0.0
5838406,4427,2016-07-27,3.8e-05
5838406,4427,2016-07-17,3e-06
5841478,760,2016-07-15,1e-06
2921251,5138,2016-07-01,0.0
2921251,1300,2016-07-01,0.0
2798371,3621,2016-07-14,1e-06
2798371,760,2016-07-14,1e-06
3325219,2050,2016-07-01,0.0
3325219,5717,2016-07-02,0.0
6391366,7717,2016-07-22,1e-06
5356102,760,2016-07-27,2e-06
2552611,5274,2016-07-23,1e-06
7210570,2233,2016-07-14,1e-06
6691402,450,2016-07-03,0.0
2166565,3621,2016-07-13,1e-06
3479845,5717,2016-07-17,1e-06
3479845,3621,2016-07-24,0.0
5911114,5138,2016-07-17,0.0
2449189,3621,2016-07-29,1e-06
2449189,2050,2016-07-05,0.0
2449189,5717,2016-07-02,0.0
4378186,6189,2016-07-29,0.000387
4378186,6189,2016-07-25,6.4e-05
4378186,450,2016-07-24,1e-06
7262794,3621,2016-07-07,1e-06
5183050,4883,2016-07-03,0.0
5183050,4883,2016-07-04,3e-06
4925002,760,2016-07-15,0.0
6242890,760,2016-07-05,0.0
2741029,6135,2016-07-06,0.161656
3005221,7717,2016-07-18,2e-06
5256778,2050,2016-07-11,5e-06
5256778,2050,2016-07-30,0.0
5256778,3621,2016-07-16,0.0
4071205,5717,2016-07-28,3e-06
4998730,3621,2016-07-24,0.0
2109733,450,2016-07-05,2e-06
2909989,450,2016-07-22,2e-06
3965221,760,2016-07-23,0.0
3707173,450,2016-07-18,1e-06
4832842,3621,2016-07-30,0.0
3206437,6453,2016-07-28,1e-06
2967847,2622,2016-07-22,2e-06
2577703,2050,2016-07-04,0.0
3889447,2622,2016-07-03,1e-06
5458510,760,2016-07-28,3e-06
5228110,7206,2016-07-28,0.000417
6549070,5138,2016-07-03,0.0
4453966,760,2016-07-11,5.3e-05
4453966,5862,2016-07-11,2e-06
4453966,5862,2016-07-05,1e-06
4453966,5862,2016-07-15,3e-06
3542311,5138,2016-07-05,0.0
4994638,3621,2016-07-24,0.0
4994638,5717,2016-07-09,0.0
4994638,760,2016-07-24,0.0
2771239,5138,2016-07-31,0.0
6082126,8580,2016-07-27,1e-06
6082126,5717,2016-07-04,1e-06
2261287,6135,2016-07-05,7e-06
2935591,1469,2016-07-12,0.0
4561486,5717,2016-07-11,1e-06
4561486,3621,2016-07-20,1e-06
6933070,760,2016-07-13,0.0
2683687,760,2016-07-24,0.0
4904530,450,2016-07-10,0.0
2720041,7717,2016-07-23,1e-06
2720041,7717,2016-07-23,1e-06
2855209,3251,2016-07-17,0.398989
2855209,450,2016-07-18,3e-06
3119401,760,2016-07-03,0.0
4947538,760,2016-07-26,1e-06
4947538,450,2016-07-19,1e-06
2875177,5138,2016-07-29,0.0
2101033,760,2016-07-10,0.0
3412777,2987,2016-07-22,1e-06
3412777,2987,2016-07-22,1e-06
4213330,8182,2016-07-08,1e-06
4766290,760,2016-07-24,0.0
4244050,1469,2016-07-18,9e-06
2385193,5717,2016-07-02,0.0
2385193,760,2016-07-06,1e-06
4781650,3939,2016-07-23,0.0
4781650,5138,2016-07-12,0.0
4781650,1300,2016-07-12,0.0
3448105,450,2016-07-01,0.0
3057961,450,2016-07-02,0.0
2409769,760,2016-07-26,1e-06
2409769,450,2016-07-05,0.0
3601705,5138,2016-07-03,0.0
3214123,2050,2016-07-26,1e-06
3214123,760,2016-07-26,2e-06
6952534,5717,2016-07-24,0.0
6430294,760,2016-07-27,1e-06
6430294,450,2016-07-15,0.0
3229483,450,2016-07-16,0.0
3760939,6767,2016-07-14,6.2e-05
2845483,760,2016-07-14,1e-06
4158763,5717,2016-07-11,1e-06
7272022,2050,2016-07-18,1e-06
5444182,1469,2016-07-18,1e-06
4396630,5138,2016-07-26,1e-06
4396630,760,2016-07-13,1e-06
4396630,450,2016-07-21,3e-06
4396630,1427,2016-07-04,1e-06
4396630,2973,2016-07-07,0.0
3650347,760,2016-07-24,0.0
5468758,7927,2016-07-10,0.001505
5468758,7927,2016-07-15,0.526346
5468758,6582,2016-07-08,0.022297
3654955,760,2016-07-04,0.0
3654955,450,2016-07-04,1e-06
6003286,3251,2016-07-08,4e-06
6528598,760,2016-07-22,1e-06
3529003,2567,2016-07-06,0.0
4713046,4354,2016-07-26,2e-06
4716118,7717,2016-07-29,2e-06
2625835,2050,2016-07-03,0.0
3946795,3621,2016-07-11,1e-06
4498006,8580,2016-07-14,0.0
2381611,5577,2016-07-21,1e-06
2381611,760,2016-07-29,3e-06
2266411,3621,2016-07-05,1e-06
3318571,2852,2016-07-09,2e-06
2807083,760,2016-07-29,3e-06
6687322,450,2016-07-04,0.0
2176813,760,2016-07-14,0.0
6450778,5717,2016-07-19,3e-06
2576173,1566,2016-07-16,0.0
2970925,4536,2016-07-26,3e-05
2970925,4536,2016-07-23,3e-05
2970925,4536,2016-07-21,2.6e-05
2970925,4536,2016-07-27,3.3e-05
2970925,4536,2016-07-20,1.9e-05
2970925,4536,2016-07-28,3.6e-05
2970925,7422,2016-07-02,0.008779
2970925,4536,2016-07-11,4e-06
2970925,7422,2016-07-14,0.531523
2970925,7422,2016-07-29,0.602345
2970925,4536,2016-07-25,3.3e-05
2970925,4536,2016-07-22,3e-05
5452378,760,2016-07-26,1e-06
